Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order_id_year,Order_Date_year,Days_to_ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Since Last Order,Customer Total Sales,Customer Total Quantity,Customer Total Discount
5195,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0.0,4.3296,2014,2014,3,C****S****,13.12,52.48,17.3184,0.0,0.0,Urgent,0.0,13532.672,97,300.86800000000005
5196,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3,0.0,22.3734,2014,2014,3,C****S****,45.66,136.98,67.1202,0.0,0.0,Urgent,0.0,13532.672,97,300.86800000000005
2586,CA-2015-121041,2015-03-11,2015-10-11,Standard Class,CS-12250,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476,2015,2015,214,C****S****,8.26,13.216,4.2952,1.6520000000000001,3.3040000000000003,Standard,103.0,13532.672,97,300.86800000000005
5349,CA-2015-149811,2015-04-01,2015-10-01,Standard Class,CS-12250,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0.0,15.5232,2015,2015,183,C****S****,32.34,97.02000000000001,46.569599999999994,0.0,0.0,Standard,21.0,13532.672,97,300.86800000000005
5350,CA-2015-149811,2015-04-01,2015-10-01,Standard Class,CS-12250,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,2015,2015,183,C****S****,39.9,199.5,99.75,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
9061,CA-2015-136420,2015-11-20,2015-11-21,First Class,CS-12250,Corporate,United States,San Diego,California,92024,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",89.696,4,0.2,33.636,2015,2015,1,C****S****,112.11999999999999,358.784,134.544,22.424,89.696,Urgent,233.0,13532.672,97,300.86800000000005
9062,CA-2015-136420,2015-11-20,2015-11-21,First Class,CS-12250,Corporate,United States,San Diego,California,92024,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,50.12,4,0.0,23.5564,2015,2015,1,C****S****,50.12,200.48,94.2256,0.0,0.0,Urgent,0.0,13532.672,97,300.86800000000005
4307,CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,2016,2016,0,C****S****,9.69,23.256,8.430299999999999,1.938,5.814,Immediate,221.0,13532.672,97,300.86800000000005
4308,CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,2016,2016,0,C****S****,41.959999999999994,67.136,23.4976,8.392,16.784,Immediate,0.0,13532.672,97,300.86800000000005
9721,CA-2016-119641,2016-09-22,2016-09-26,Standard Class,CS-12250,Corporate,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0.0,7.584,2016,2016,4,C****S****,18.96,37.92,15.168,0.0,0.0,Standard,86.0,13532.672,97,300.86800000000005
6357,CA-2017-139080,2017-01-23,2017-01-28,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888,2017,2017,5,C****S****,24.599999999999998,98.4,34.44,4.92,24.6,Standard,123.0,13532.672,97,300.86800000000005
6358,CA-2017-139080,2017-01-23,2017-01-28,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,4,0.0,12.4416,2017,2017,5,C****S****,25.92,103.68,49.7664,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
6359,CA-2017-139080,2017-01-23,2017-01-28,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,1,0.0,3.1104,2017,2017,5,C****S****,6.48,6.48,3.1104,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
6360,CA-2017-139080,2017-01-23,2017-01-28,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,6,0.2,8.6352,2017,2017,5,C****S****,107.94,518.1120000000001,51.8112,21.588,129.52800000000002,Standard,0.0,13532.672,97,300.86800000000005
8391,CA-2017-153227,2017-04-12,2017-06-12,First Class,CS-12250,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0.0,5.7624,2017,2017,61,C****S****,11.76,23.52,11.5248,0.0,0.0,Standard,79.0,13532.672,97,300.86800000000005
5481,CA-2017-105487,2017-08-10,2017-10-14,Standard Class,CS-12250,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091,2017,2017,65,C****S****,128.98999999999998,103.192,11.6091,25.798,25.798,Standard,120.0,13532.672,97,300.86800000000005
5482,CA-2017-105487,2017-08-10,2017-10-14,Standard Class,CS-12250,Corporate,United States,San Diego,California,92105,West,TEC-AC-10002305,Technology,Accessories,KeyTronic�E03601U1 -�Keyboard�- Beige,36.0,2,0.0,6.48,2017,2017,65,C****S****,36.0,72.0,12.96,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
5483,CA-2017-105487,2017-08-10,2017-10-14,Standard Class,CS-12250,Corporate,United States,San Diego,California,92105,West,TEC-AC-10003610,Technology,Accessories,Logitech�Illuminated - Keyboard,239.96,4,0.0,115.1808,2017,2017,65,C****S****,239.96,959.84,460.7232,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
5484,CA-2017-105487,2017-08-10,2017-10-14,Standard Class,CS-12250,Corporate,United States,San Diego,California,92105,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.4068,2017,2017,65,C****S****,40.68,81.36,0.8136,0.0,0.0,Standard,0.0,13532.672,97,300.86800000000005
8801,CA-2017-148992,2017-11-23,2017-11-27,Standard Class,CS-12250,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,10.688,2,0.2,3.7408,2017,2017,4,C****S****,13.36,21.376,7.4816,2.672,5.344,Standard,105.0,13532.672,97,300.86800000000005
6793,CA-2014-141005,2014-08-15,2014-08-18,First Class,CS-12355,Consumer,United States,Fairfield,Connecticut,06824,East,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,62.94,3,0.0,30.2112,2014,2014,3,C****S****,62.94,188.82,90.6336,0.0,0.0,Urgent,,13292.058,74,1474.052
8995,CA-2014-109043,2014-08-15,2014-08-17,First Class,CS-12355,Consumer,United States,Hollywood,Florida,33021,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.692,2014,2014,2,C****S****,114.19999999999999,456.8,148.46,22.84,114.2,Urgent,0.0,13292.058,74,1474.052
8996,CA-2014-109043,2014-08-15,2014-08-17,First Class,CS-12355,Consumer,United States,Hollywood,Florida,33021,South,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,152.24,5,0.2,17.127,2014,2014,2,C****S****,190.3,761.2,85.63499999999999,38.06,190.3,Urgent,0.0,13292.058,74,1474.052
1118,CA-2015-142755,2015-04-09,2015-08-09,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0.0,137.151,2015,2015,122,C****S****,279.9,1399.5,685.7550000000001,0.0,0.0,Standard,237.0,13292.058,74,1474.052
1119,CA-2015-142755,2015-04-09,2015-08-09,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,2015,2015,122,C****S****,619.95,3099.75,557.9549999999999,0.0,0.0,Standard,0.0,13292.058,74,1474.052
1120,CA-2015-142755,2015-04-09,2015-08-09,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0.0,2.0492,2015,2015,122,C****S****,4.36,8.72,4.0984,0.0,0.0,Standard,0.0,13292.058,74,1474.052
1121,CA-2015-142755,2015-04-09,2015-08-09,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872,2015,2015,122,C****S****,15.28,30.56,14.9744,0.0,0.0,Standard,0.0,13292.058,74,1474.052
6704,CA-2015-139164,2015-06-23,2015-06-28,Standard Class,CS-12355,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",217.584,2,0.2,19.0386,2015,2015,5,C****S****,271.97999999999996,435.168,38.0772,54.395999999999994,108.79199999999999,Standard,75.0,13292.058,74,1474.052
6705,CA-2015-139164,2015-06-23,2015-06-28,Standard Class,CS-12355,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,5.43,3,0.0,1.7919,2015,2015,5,C****S****,5.43,16.29,5.3757,0.0,0.0,Standard,0.0,13292.058,74,1474.052
6706,CA-2015-139164,2015-06-23,2015-06-28,Standard Class,CS-12355,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,2015,2015,5,C****S****,179.97,431.928,26.9955,35.994,107.982,Standard,0.0,13292.058,74,1474.052
2394,CA-2016-128111,2016-03-17,2016-03-23,Standard Class,CS-12355,Consumer,United States,Malden,Massachusetts,02148,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2,0.0,10.3168,2016,2016,6,C****S****,39.68,79.36,20.6336,0.0,0.0,Standard,268.0,13292.058,74,1474.052
3100,CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022,2017,2017,5,C****S****,13.469999999999999,32.328,10.5066,2.694,8.082,Standard,393.0,13292.058,74,1474.052
3101,CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,Consumer,United States,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882,2017,2017,5,C****S****,302.94,727.056,27.2646,60.588,181.764,Standard,0.0,13292.058,74,1474.052
6745,CA-2017-111269,2017-06-16,2017-06-18,Second Class,CS-12355,Consumer,United States,Dublin,Ohio,43017,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,479.952,6,0.2,107.9892,2017,2017,2,C****S****,599.9399999999999,2879.712,647.9352,119.988,719.928,Urgent,63.0,13292.058,74,1474.052
6746,CA-2017-111269,2017-06-16,2017-06-18,Second Class,CS-12355,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,23.92,5,0.2,1.794,2017,2017,2,C****S****,29.900000000000002,119.60000000000001,8.97,5.98,29.900000000000002,Urgent,0.0,13292.058,74,1474.052
1263,CA-2017-105053,2017-07-07,2017-09-07,Second Class,CS-12355,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,2017,2017,62,C****S****,21.84,52.416000000000004,19.000799999999998,4.368,13.104000000000001,Standard,21.0,13292.058,74,1474.052
2287,CA-2017-165687,2017-11-17,2017-11-23,Standard Class,CS-12355,Consumer,United States,Salem,Virginia,24153,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0.0,12.264,2017,2017,6,C****S****,35.04,70.08,24.528,0.0,0.0,Standard,133.0,13292.058,74,1474.052
4741,CA-2017-164364,2017-12-11,2017-11-16,Standard Class,CS-12355,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,9.96,2,0.0,4.5816,2017,2017,-25,C****S****,9.96,19.92,9.1632,0.0,0.0,,24.0,13292.058,74,1474.052
4742,CA-2017-164364,2017-12-11,2017-11-16,Standard Class,CS-12355,Consumer,United States,Seattle,Washington,98115,West,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0.0,2.3025,2017,2017,-25,C****S****,9.21,27.630000000000003,6.907500000000001,0.0,0.0,,0.0,13292.058,74,1474.052
4743,CA-2017-164364,2017-12-11,2017-11-16,Standard Class,CS-12355,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,2017,2017,-25,C****S****,27.93,83.78999999999999,24.299100000000003,0.0,0.0,,0.0,13292.058,74,1474.052
4030,CA-2017-124296,2017-12-24,2017-12-28,Standard Class,CS-12355,Consumer,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,3,0.0,239.985,2017,2017,4,C****S****,479.97,1439.91,719.955,0.0,0.0,Standard,13.0,13292.058,74,1474.052
4031,CA-2017-124296,2017-12-24,2017-12-28,Standard Class,CS-12355,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,4,0.0,60.5488,2017,2017,4,C****S****,232.88,931.52,242.1952,0.0,0.0,Standard,0.0,13292.058,74,1474.052
2906,CA-2014-127586,2014-09-26,2014-09-30,Standard Class,CS-12400,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.6312,2014,2014,4,C****S****,310.12,620.24,161.2624,0.0,0.0,Standard,,12133.7315,47,3864.2985000000003
3903,US-2015-119312,2015-02-10,2015-07-10,Second Class,CS-12400,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,0.0,75.6952,2015,2015,150,C****S****,270.34,3784.7599999999998,1059.7328,0.0,0.0,Standard,137.0,12133.7315,47,3864.2985000000003
2450,CA-2016-140207,2016-05-11,2016-10-11,Standard Class,CS-12400,Home Office,United States,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.828,2016,2016,153,C****S****,36.4,145.6,49.14,7.28,36.4,Standard,456.0,12133.7315,47,3864.2985000000003
8249,CA-2016-133816,2016-10-05,2016-05-13,Second Class,CS-12400,Home Office,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -�speaker phone,743.988,2,0.4,-123.998,2016,2016,-145,C****S****,1239.9800000000002,1487.976,-247.996,495.99200000000013,991.9840000000003,,147.0,12133.7315,47,3864.2985000000003
1562,CA-2017-107293,2017-05-09,2017-06-09,First Class,CS-12400,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0.0,0.7228,2017,2017,31,C****S****,2.78,2.78,0.7228,0.0,0.0,Standard,216.0,12133.7315,47,3864.2985000000003
232,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,2017,2017,153,C****S****,425.2,467.72,-204.096,191.34,382.68,Standard,56.0,12133.7315,47,3864.2985000000003
233,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458,2017,2017,153,C****S****,1128.3899999999999,1861.8435,-744.7374,507.77549999999997,1523.3265,Standard,0.0,12133.7315,47,3864.2985000000003
234,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,2,0.7,-3.552,2017,2017,153,C****S****,17.759999999999998,10.656,-7.104,12.431999999999999,24.863999999999997,Standard,0.0,12133.7315,47,3864.2985000000003
235,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Home Office,United States,Tampa,Florida,33614,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0,2017,2017,153,C****S****,322.59,774.216,0.0,64.518,193.554,Standard,0.0,12133.7315,47,3864.2985000000003
236,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Home Office,United States,Tampa,Florida,33614,South,TEC-AC-10003832,Technology,Accessories,Logitech�P710e Mobile Speakerphone,617.976,3,0.2,-7.7247,2017,2017,153,C****S****,772.4699999999999,1853.9279999999999,-23.174100000000003,154.494,463.48199999999997,Standard,0.0,12133.7315,47,3864.2985000000003
8696,CA-2017-127096,2017-09-15,2017-09-17,Second Class,CS-12400,Home Office,United States,San Francisco,California,94109,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839,2017,2017,2,C****S****,376.13,300.904,11.2839,75.226,75.226,Urgent,73.0,12133.7315,47,3864.2985000000003
85,US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,2017,2017,3,C****S****,287.96999999999997,691.128,-146.8647,57.593999999999994,172.78199999999998,Urgent,59.0,12133.7315,47,3864.2985000000003
7485,CA-2017-135111,2017-12-28,2018-02-01,Standard Class,CS-12400,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,2.48,1,0.0,0.868,2017,2017,35,C****S****,2.48,2.48,0.868,0.0,0.0,Standard,45.0,12133.7315,47,3864.2985000000003
7486,CA-2017-135111,2017-12-28,2018-02-01,Standard Class,CS-12400,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0.0,12.691,2017,2017,35,C****S****,25.9,129.5,63.455000000000005,0.0,0.0,Standard,0.0,12133.7315,47,3864.2985000000003
1304,US-2017-126179,2017-03-07,2017-07-07,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.0,5.5177,2017,2017,122,C****S****,23.99,23.99,5.5177,0.0,0.0,Standard,,1476.8880000000001,13,112.212
1305,US-2017-126179,2017-03-07,2017-07-07,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,77.7519,2017,2017,122,C****S****,287.97,863.9100000000001,233.25570000000002,0.0,0.0,Standard,0.0,1476.8880000000001,13,112.212
2463,CA-2017-148691,2017-03-12,2017-09-12,Standard Class,CS-12460,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,2017,2017,184,C****S****,104.89999999999999,419.6,146.86,20.98,104.9,Standard,5.0,1476.8880000000001,13,112.212
2464,CA-2017-148691,2017-03-12,2017-09-12,Standard Class,CS-12460,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,2017,2017,184,C****S****,18.28,29.248,10.2368,3.6560000000000006,7.312000000000001,Standard,0.0,1476.8880000000001,13,112.212
2465,CA-2017-148691,2017-03-12,2017-09-12,Standard Class,CS-12460,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,1,0.0,36.9873,2017,2017,184,C****S****,136.99,136.99,36.9873,0.0,0.0,Standard,0.0,1476.8880000000001,13,112.212
2466,CA-2017-148691,2017-03-12,2017-09-12,Standard Class,CS-12460,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,1,0.0,1.512,2017,2017,184,C****S****,3.15,3.15,1.512,0.0,0.0,Standard,0.0,1476.8880000000001,13,112.212
9797,CA-2015-128608,2015-12-01,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,2015,2015,-318,C****S****,12.959999999999999,20.736,3.1104,2.592,5.184,,,5907.6435,33,4080.1965
9798,CA-2015-128608,2015-12-01,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,235.188,2,0.4,-43.1178,2015,2015,-318,C****S****,391.98,470.376,-86.2356,156.79200000000003,313.58400000000006,,0.0,5907.6435,33,4080.1965
9799,CA-2015-128608,2015-12-01,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,26.376,4,0.4,2.6376,2015,2015,-318,C****S****,43.96,105.504,10.5504,17.584,70.336,,0.0,5907.6435,33,4080.1965
9800,CA-2015-128608,2015-12-01,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.384,2,0.2,2.2066,2015,2015,-318,C****S****,12.98,20.768,4.4132,2.596,5.192,,0.0,5907.6435,33,4080.1965
9801,CA-2015-128608,2015-12-01,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.118,3,0.4,-21.4236,2015,2015,-318,C****S****,178.53,321.354,-64.27080000000001,71.412,214.23600000000002,,0.0,5907.6435,33,4080.1965
3378,CA-2016-100671,2016-01-11,2016-04-11,First Class,CS-12490,Corporate,United States,Conroe,Texas,77301,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,0.2,6.9795,2016,2016,91,C****S****,139.58999999999997,1005.048,62.8155,27.917999999999996,251.26199999999997,Standard,41.0,5907.6435,33,4080.1965
9678,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,CS-12490,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99,3,0.0,2.0271,2016,2016,5,C****S****,6.99,20.97,6.0813,0.0,0.0,Standard,98.0,5907.6435,33,4080.1965
9679,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,CS-12490,Corporate,United States,New York City,New York,10009,East,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1,0.0,1.8468,2016,2016,5,C****S****,6.84,6.84,1.8468,0.0,0.0,Standard,0.0,5907.6435,33,4080.1965
8137,CA-2016-118073,2016-12-08,2016-08-16,Standard Class,CS-12490,Corporate,United States,Lakeland,Florida,33801,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,562.2925,7,0.45,-255.5875,2016,2016,-114,C****S****,1022.3499999999999,3936.0475,-1789.1125,460.05749999999995,3220.4024999999997,,234.0,5907.6435,33,4080.1965
9660,CA-2014-100860,2014-03-26,2014-03-30,Second Class,CS-12505,Consumer,United States,Pomona,California,91767,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5,0.0,9.0,2014,2014,4,C****S****,18.75,93.75,45.0,0.0,0.0,Standard,,26668.831,40,54766.78899999998
2804,CA-2015-159380,2015-12-05,2015-05-16,Standard Class,CS-12505,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,3,0.0,5.778,2015,2015,-203,C****S****,12.84,38.519999999999996,17.334,0.0,0.0,,619.0,26668.831,40,54766.78899999998
2805,CA-2015-159380,2015-12-05,2015-05-16,Standard Class,CS-12505,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,6,0.0,11.556,2015,2015,-203,C****S****,25.68,154.07999999999998,69.336,0.0,0.0,,0.0,26668.831,40,54766.78899999998
1508,CA-2016-134208,2016-09-17,2016-09-23,Standard Class,CS-12505,Consumer,United States,Columbus,Georgia,31907,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.0,4,0.0,190.08,2016,2016,6,C****S****,396.0,1584.0,760.32,0.0,0.0,Standard,287.0,26668.831,40,54766.78899999998
1478,CA-2016-121958,2016-11-13,2016-11-17,Standard Class,CS-12505,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653,2016,2016,4,C****S****,65.17,364.952,41.057100000000005,13.034,91.238,Standard,57.0,26668.831,40,54766.78899999998
7772,CA-2016-108196,2016-11-25,2016-02-12,Standard Class,CS-12505,Consumer,United States,Lancaster,Ohio,43130,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,0.7,-304.392,2016,2016,-287,C****S****,1521.9599999999998,913.176,-608.784,1065.3719999999998,2130.7439999999997,,12.0,26668.831,40,54766.78899999998
7774,CA-2016-108196,2016-11-25,2016-02-12,Standard Class,CS-12505,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,0.2,11.9952,2016,2016,-287,C****S****,74.97,179.928,35.985600000000005,14.994,44.982,,0.0,26668.831,40,54766.78899999998
